species,locationgroup,model_type,analysis,fingerprint,status
4240,ZR,smoothed imputed index: Total ~ Year + Month,780c6047bcb52705c6a8d1b3fc4c41630d77fb77,35af28deb22cbe4489bbb58a37f7ff8a7f4f48cb,converged
1860,ZS,smoothed imputed index: Total ~ Year + Month,78161f4d5b514ffb8ba269320d19a5c19c0b3049,ec8ceb6dfb7cdf2e16444618652ce272548c43d4,converged
5610,WETL,aggregate imputed: sum ~ year + month,781a07f7a322ec376575d0dd14dd674fa1943ab8,392ff41bc4ce13818efd9af67371f63275228e25,converged
5927,SEST,smoothed imputed index: Total ~ Year,781b078f73130682c7bd95258747b47fe5725fd2,f5cdc35e4cb557a3ce82cfb4bfa54124ddd3372f,converged
5100,ZS,yearly imputed index: Total ~ Year,7820f9521e68143ce6be3d78d4bb071439a721b1,7a870ee8a07cf8d1db41331c8bc099d0d947d51e,converged
2180,BEL,smoothed imputed index: Total ~ Year,78318ab6e64d6206ade98bd868d7cce5e0edfffa,a3d5c5851478314e93a2cb9cb425ee55b71af7e8,converged
5910,ZSVAL,aggregate imputed: sum ~ year + month,78320a55445f4f3f6143ac313336ae20f91ffead,0e12bc0f56512107113a4f57e23109b9451e265e,converged
5460,ZR,smoothed imputed index: Total ~ Year,7832aa964e0892aab147721702e8ddb0ee20e785,c9bd4c7794a108335153f7a9015463d7c399ecd1,converged
1620,SEST,smoothed imputed index: Total ~ Year,78476dded5b9f69d76253d18ea4026249e600df2,dcea07c28ae62eec9262c9a6018b800f091288de,converged
720,ZSVAL,yearly imputed index: Total ~ Year,78676a4964183a9ca4609a877fdbb7768964dd81,bf00d085ddeef384432f067f5b8ae7c25953359d,converged
5927,NOH,aggregate imputed: max ~ year,786edc10d9ccc201c928a4b80797a468d2841db2,09014bdb74a93fb3d40c7bca1bf7c2a9ae7ea9d8,converged
1860,BEL,aggregate not imputed: sum ~ year + month,78774bdf384227432335c071eb50ff0defc9ef08,5cfcb5b16a95d4de7fe77c138a40c8faf8339b65,converged
1610,WAL,yearly imputed index: Total ~ Year,787b54cfeaeada93aa3c5590dde799771cd6ece5,cdd23bde18dcbad3ebfd0d2d59cea9144d28bc17,converged
4970,LO,aggregate imputed: max ~ year,787bd58f8c66d83cb4e5e378f1d28968f642195b,d9a719134890c7d026019518ecf71d2c6adf1d18,converged
5610,ZSVAL,aggregate imputed: max ~ year,78814a376ad88f6c1adf4eb41dd32be1373b28d3,91000415d53260d29e931e40aa56bd5a06775168,converged
1980,WAL,smoothed imputed index: Total ~ Year + Month,788444627023350f8803c04827d12539dfb5689e,e1eda09a53e17cdd93df42f6bc1f084a5ee6874c,converged
5910,NOH,smoothed imputed index: Total ~ Year + Month,788af997f689c49b2cd37d4db3eacf2f1db3e856,c524dfbd7a0517741a5ba01febd00408c53e119c,converged
1619,RO,aggregate imputed: max ~ year,788fc180c687474cb17e074aa1d4eb6b244f1617,745d4023a3114af0256fac1b41e2b155eb827960,converged
2200,VLN2K,smoothed imputed index: Total ~ Year + Month,78989c203849b87a39d2d5eac8c482e6df0f4cdf,d87b65dff6e52bcc3fa5436675242f4c6bba4abe,converged
1840,ZSVAL,smoothed imputed index: Total ~ Year,78a3214a454e031e80f4b5328bf2d6b16a50f6f7,6f9d142f96b6a8eb33251345abd1bb14fddebd90,converged
4850,WETL,smoothed imputed index: Total ~ Year + Month,78a5ea25bb0e99185ac685d260a291f124c6bcf7,ca76f1e390ee556efa2b9a8751f41e3df4921f1a,converged
1840,BEL,inla zeroinflatednbinomial0: year * (location + month),78ab031392a4bb9effdba3a9c283f11855415f7a,5ec4ddd8dd6c82cc772c19e6e51d60761737ff6e,converged
5180,ZS,yearly imputed index: Total ~ Year + Month,78acee7ff2f6105773a31f750dbeb5cb1ea33f3a,1de25d4f4d96acf3ad96515d52c51e4cf0d8b63b,converged
1790,NOH,aggregate imputed: sum ~ year + month,78afbe99ab0313b8b0a6bcb76c0eb0d108d06e6a,069eba66db833c4990f6cb015aa88cdf8ba8bbde,converged
5410,BELN2K,aggregate not imputed: sum ~ year + month,78bcd9ce95d4766af327fccb82d22ed535febb3d,ee147e280408c4683fe8b79e3eef2cca3d6af34f,converged
1890,ZS,aggregate not imputed: sum ~ year + month,78cdc97a72fd5af6c5c30d572f0d38cb5af7ddb5,fb1e1cf770bff786e65e19b48d92ac01c8ccb776,converged
2230,WAL,smoothed imputed index: Total ~ Year + Month,78df9a25ac21e85890858a39b0a86284c9dd91d0,18b11d923ae770d53132b82731267a5991f546ec,converged
1820,WETL,aggregate imputed: sum ~ year + month,78e38c8f08bcd80dcb81210a93e4901be97a68da,56ff3745c869c59000bcd0092b67dc1858583eb9,converged
1520,WETL,smoothed imputed index: Total ~ Year,78e6d7ee0472b6300b0d4cdb238a9030d17b15f9,89531ad54cb056e2d03e1c722fb7abdca2bd1d51,converged
1610,NOH,yearly imputed index: Total ~ Year + Month,78f085cab8dccaa5dda7ee8ad95bc8b72adadb5d,1a555adb8db45bee17c0dc929641161fc431fa17,converged
5190,WAL,smoothed imputed index: Total ~ Year + Month,78f1c1f37324a597df0f81a6ff8558b03e91ebf8,e8d684fe05dfb06673054beec807c6a2022a8ea4,converged
5180,RO,yearly imputed index: Total ~ Year + Month,78fa4fa5c609e841520c2d85ba1f5df2e0f45e0f,c0ce575a196ffa49d6a85eebddbf9b1cb85d483c,converged
1730,SEST,smoothed imputed index: Total ~ Year,78fefa42cea2697fd6d5cb28cc5a9c918f0637b5,431710be7831a0b9e137e1e7252867536d80fbcc,converged
5100,WAL,smoothed imputed index: Total ~ Year,790655f20a180e833752cd596541339dc63e5197,483d7702a6bc6665309838668312a4e84a98af6b,converged
1980,LO,smoothed imputed index: Total ~ Year + Month,790e6c79d6b426951cc778a8c2ebec94bbb21432,dfc8d42fd77aa3458abf7fd1f484c6056e9b60f4,converged
1340,BELN2K,smoothed imputed index: Total ~ Year,7911df42ded796436efff8fce61792b44dd7cf2e,136a0202aa737c63b622db478955fd28be4c3662,converged
1530,SEST,aggregate imputed: max ~ year,7924f112c94db418544c5a4746c4df0898746b98,6202a9e90ac7aa3a278fa1806a2a1734217f5b7f,converged
5560,BEL,inla binomial: year * (location + month),793a218f2e92e25c3704ec3e006f32c8702766cb,dc2b3cd47281e72d9b9d18286a259a98aa9d10d1,converged
1680,BELN2K,aggregate imputed: max ~ year,793c7ac32f856e3b471604955a24d4761f4bff20,f0905627c200a40338e3bf65625dcc070bd84192,converged
1869,WETL,aggregate imputed: sum ~ year + month,794408079fcc43a13cda0c48718b810bb3f9990b,907251460c97ef0aa3863fbfd640edaa0549f5e1,converged
1980,BEL,aggregate imputed: sum ~ year + month,79460b363e39652a04cf8b4cf21efdb7f034557c,05385063c3509e0211951f37120c31d6cef9f754,converged
1840,BEL,smoothed imputed index: Total ~ Year,7947bc64880684ce3a99ab13ddaaf36d8024e461,68357a7a8371268e8e2b5f709b81b3c286a4f0c2,converged
5120,VLAA,smoothed imputed index: Total ~ Year,794a1dbcad07d5f03a4b0eb5ffd811fa9ac09b64,0d831634acba6a5475fb204d292a7dfd34ee97f6,converged
5180,LO,smoothed imputed index: Total ~ Year,794d89f6a0e1a52248503b447efc8b6c05810c26,01369ad53ca23da942f39572767d651cedd73b95,converged
1210,RO,yearly imputed index: Total ~ Year + Month,7957eac1451ceb7b3013f2ba8e4ba1158a4c1337,dff662cbf9725ffe54470fbe4e3db0d547c84ca8,converged
5180,WETL,smoothed imputed index: Total ~ Year,797864f95b3794577bde08dcc25edc8b0d531b9e,45cd5282038d450985460c1250e4c514680e94e8,converged
20800,BEL,yearly imputed index: Total ~ Year,797bf69a039da4249c5b63966629dd6c4ea4d075,c97dc1b9f32406e2481a4b7f7caa18ac89a3ad5a,converged
1619,SEST,aggregate not imputed: sum ~ year + month,79840fe8f0e08d26e1c19f76aaa8cfef685e5064,1dc697267b32dcf754aa5d2507422ba19ccd40c2,converged
5170,VLAA,yearly imputed index: Total ~ Year + Month,798be0b68644973800b76357ae79d9bf4bcddce8,ea826eeda0021435d40bfcd4ea5c97fe5a138ac2,converged
1619,WALN2K,aggregate not imputed: sum ~ year + month,7998aef25b4c5b8ac0c8d4e51eb65627269a997b,5323cf84eef1f14a9993e50bf9b876880de661ab,converged
5450,RO,aggregate imputed: sum ~ year + month,799c02ea3e1f84e2ed0d1dbdce9beff1f66d6703,4813ef6392438127c866652a0b694c7e97120f58,converged
1780,VLAA,aggregate imputed: sum ~ year + month,799d5e44dddab13140cc71533b2c1cd13a11561e,43eb003887f8ed421ab107a12746081690694fbb,converged
20800,VLN2K,yearly imputed index: Total ~ Year + Month,79a0f30f814d2ee8d3c86ee7453d4f47423558a6,1957f3163aed4f0d4a28e3e313b2e60925daa21d,converged
4240,BEL,inla zeroinflatednbinomial0: year * (location + month),79a2f90f738ee136e608142dc46d21f1189c6eac,7532b57dd2cb4ff25cae48956539fda55d2cfd9c,converged
1960,BEL,smoothed imputed index: Total ~ Year,79a759c257316d74471fcf9337a201d37596c1c3,dd526ab78b17f7020904612bdd66db614fa9de76,converged
100,RO,aggregate imputed: sum ~ year + month,79ac8dcebb1e12fbd8effa38a407ff509e75c17e,48941c43ca735abc42732c10dca7a8979d634186,converged
1840,ZSVAL,aggregate not imputed: sum ~ year + month,79b274a7951ab30e822e0453de95653e21c6ef5a,ff0a3d63a6536f8ef3759fd3b30ac31caaabb98b,converged
1619,BELN2K,aggregate imputed: sum ~ year + month,79b72e3332e77b1c55d0be2016d9c74001da5b40,319d0b982316a740cef9210598d1e0aae724926e,converged
20800,ZSVAL,smoothed imputed index: Total ~ Year + Month,79bbb2b95259fb3063e0080e6408765020c88be3,9c48015174090aee4114725a24532e53ce348016,converged
4850,ZS,aggregate not imputed: sum ~ year + month,79bc10ffa0b5a079ef057b91a89088c94f45b69a,f3018cd2c17eae8c2cf7c0ce10bdfb986fde29b7,converged
2180,WAL,aggregate imputed: max ~ year,79bc2cde275cdd76570cfb38b78fa5f0fef90a23,f824004edd10e6cfdfff4d74aab60fa4e3f9f94c,converged
20800,ZR,aggregate imputed: sum ~ year + month,79bec06fe137c65fb5154027dab4049fd49bd3f2,40a7c9d4d478c9d715aa5e8c248b5a48c0078210,converged
5560,NOH,smoothed imputed index: Total ~ Year,79c088bdf5694343d1c4666e7bfc676ff07edf6e,ecb6f044174b92ca682a00e59b40a962cd73c22c,converged
1580,ZS,aggregate imputed: sum ~ year + month,79c33f877da9637f8841bd1a8c4ab1134af869a5,47cacf7fd52cc9b92a863d70fa2c4f8c3e99ede1,converged
20800,RO,aggregate imputed: max ~ year,79dd070810be1dfa97f8a177b351e183de94b013,c1acd3f4689f4ced2ed42ae16a7e588b58c7aec6,converged
4930,BEL,inla binomial: year * (location + month),79ea816909e8f64773fa15a3d32486773f9dedb7,3edeba3b0885c3f210c4b3ad6b7edfdd0209ab8e,converged
1440,ZR,yearly imputed index: Total ~ Year + Month,79f08882824046bcf5c45b16ee3235eaac0ddd8e,acd771a2f9388040c7d8b0bb304f0220e75deabd,converged
6000,WETL,yearly imputed index: Total ~ Year,79f75010554586113c0640dd56d9092b6945be32,bfced65788698eb0636d061eedcae63380adce8a,converged
5530,SEST,aggregate imputed: sum ~ year + month,7a07edd8805d3912d067b6c19a61bc86067d5564,384c745734903fc8e2e7266a4da0cf5114a5f20b,converged
5820,ZS,aggregate imputed: max ~ year,7a07ff63351639b89a0e844c5e60638c07745283,2083a3f2595f38996fb10ba440a18edb3a860290,converged
90,VLN2K,composite index: ~year,7a0b6b16f3c057864de51af659a66a08e6b9e7ae,77b3597908e84c07f7dedef7dcd6779f192a0521,converged
4970,LO,smoothed imputed index: Total ~ Year + Month,7a0e5a986fe40304a74db69298ed14b74fbc3388,13877b50249c8d823531461fee4e5847a2daa6e2,converged
90,BEL,yearly imputed index: Total ~ Year,7a10d25679fd6e5293127729a02946fd95edf464,d7526cd1cb37fae7e30411a33ee777c1147c7e69,converged
5290,ZSVAL,smoothed imputed index: Total ~ Year,7a21e04a010ff09e3c6f67178b0ff82b47f512b8,e84b166fee381d0dafb7784bc8239498d462dc05,converged
5180,BEL,yearly imputed index: Total ~ Year,7a2591b5b5d3b59f359163f6035032e5ce124e6b,24ac6fb5366a6b874e9908132545e9e5269a2cf9,converged
5180,RO,smoothed imputed index: Total ~ Year + Month,7a31727afb1f77e972ab54029f61ab4030e9d65d,a9d4ab800cd485eca2bee87aab9cf99abf656d07,converged
2250,ZR,smoothed imputed index: Total ~ Year + Month,7a3f22dfd476d87d9c87d2b10526ec6e3333f007,6da0095e54c04b0af9a4f9460bc8380f5f9748d7,converged
4970,VLAA,smoothed imputed index: Total ~ Year + Month,7a42dc37a835eb5f43d8620ecaa37cb19b732922,1c1447d0b951be2b7719a67dab2c0f4cb37ea592,converged
1840,ZR,aggregate imputed: sum ~ year + month,7a4369e8d29e5ae8478d9a3398ef26d510e19e26,c40e654d83cc5ca6f6edf2a7edb119aa9f4a1a0c,converged
1580,ZS,smoothed imputed index: Total ~ Year + Month,7a47407f668cdeaea92b15abdb143e14684e0175,4a23c0046f6736ad422d4c2463e88edaa5b8ea59,converged
5290,WALN2K,smoothed imputed index: Total ~ Year,7a5338e2ecbc191b22da40c6817bb6e253326780,b9e4c232747ace37b67cc51dda5838210d26c2f5,converged
1840,ZR,aggregate imputed: max ~ year,7a5611fd9f7c138cc521dd83211c44bbce76a64e,d56b4650cf1e3b3cfe522923dc2ffd5b6e340206,converged
1700,ZSVAL,smoothed imputed index: Total ~ Year + Month,7a5fb5024a581a816c31ff6943985c3d709624ad,cf8ac4955c9737e738649497c812ed9725628c60,converged
1840,WAL,smoothed imputed index: Total ~ Year,7a664360c4c67566c0379b42d514c884998e5620,20a8a43b7db114a9d960a336eb4335ca4bc23992,converged
4240,VLAA,yearly imputed index: Total ~ Year,7a66ba284cc7de44b7b6ddd2e0369d5ea8f8a92a,07ee804c2fd1bb739e3444ad1c11cd1d923c28f3,converged
1340,ZS,smoothed imputed index: Total ~ Year + Month,7a816e3c9b1b4949e979705c2cf4f0b6f4d01570,b3e24b6c40e02bc5372091bddc8714f68ccb747b,converged
5610,WALN2K,yearly imputed index: Total ~ Year,7a88e3d83288d21308be30fd0048b4d9cade85fb,59a5f904933c3cfd4613e62c76fb5aec5f02687f,converged
5450,NOH,aggregate imputed: sum ~ year + month,7a89734edd243692f61c7ff29a1435d3e3d136eb,5545849f62aaa9aa5d4bc20f93df6d9e79ab7dfa,converged
5460,BEL,yearly imputed index: Total ~ Year,7a8c502e040f3b73575520cf6eb12f3c9ca54bab,29c34d9df943cebc17f38d1ad78374be70622844,converged
1530,WETL,yearly imputed index: Total ~ Year + Month,7a8ec6df3bf2b6f444c404a036953c1d9efb791c,7683b7784b2532531f73712a6bef8bbea8e6c39b,converged
1340,WETL,yearly imputed index: Total ~ Year + Month,7a915eabb60ea851a9e10d783d11ba52216410a7,b0f39dd8a58c6d1e3addf6c1a46c1dd3013b1c4a,converged
5920,WALN2K,smoothed imputed index: Total ~ Year + Month,7a998d5bc7cd07576962cebd86549ff2cea347b7,4050accba67c2e400ab29f0163ed4912aaa451f5,converged
4560,VLAA,inla binomial + zeroinflatednbinomial0: year * (location + month),7a9ad967fd2c5ac5650f01678e2f02149c72bfca,abdb65e934bca6d02f2aaa85518b4c34878218f7,converged
1840,SEST,aggregate imputed: max ~ year,7aa55ff02eee04220942cb2b0965bde3b8fabc0e,ed15e523e7d420585d8a10f7edabefdfe2ad63f1,converged
1590,ZSVAL,smoothed imputed index: Total ~ Year,7abf9265171d3f071bdb1c0e61aa1b4f53ef927f,7eaa2ac971e534224ca116da1947ca81a2fc9e63,converged
5610,VLN2K,yearly imputed index: Total ~ Year + Month,7ac5707cda043602f4eedf113b1b3ae03b6c7dde,4ac68a94f1b19d8e196ab5398e0995419f07ade3,converged
1619,ZR,smoothed imputed index: Total ~ Year + Month,7acf4793879867cdc293a6b8576935196bf80fcb,a427397d777030dcfc68f3fe285d433111962d86,converged
1574,VLN2K,yearly imputed index: Total ~ Year,7aeef17a08084531897c83f77a94751405ada1ef,83d634c6b593ab63c50074da218076dd39bde9eb,converged
950,RO,smoothed imputed index: Total ~ Year + Month,7b0012a0431984071686d0c79dd9815e5dfdfd2d,2a836e6f36615f1a46c8bc5a076685cd80011378,converged
1580,ZR,smoothed imputed index: Total ~ Year + Month,7b14dd17566046477337b40c08020fd84f86dcfd,0df6124fb74d77eb4e7f9fefef961ed6d83eca68,converged
5920,NOH,yearly imputed index: Total ~ Year,7b185489d3abb2f198779bc77a28dc11583c1fc0,b5eedc8f941ea7bba7b525b871600971b8ea69ed,converged
5170,WAL,smoothed imputed index: Total ~ Year + Month,7b2193d4def4272766e901c92f890f7a310e2a26,b577d8199aa12dd2d14288cbeefca622cb4b7948,converged
5410,ZR,smoothed imputed index: Total ~ Year,7b245d25a7ebe370c9b7d9f8519a249b73c5ea41,97bd38e497ba3f348f69c149c8136e1755d7c9da,converged
1520,VLAA,aggregate imputed: sum ~ year + month,7b2768b94ba8860d3773c5cb5be3fbee560c1a83,c33f24f3a16da9a0e29bcb135be324953ab05da4,converged
5820,WALN2K,aggregate not imputed: sum ~ year + month,7b35bde04638efe56476ce651fc083c1755a1659,1cdd56afa3eedc1983b389bb7e22d2c958dc4eee,converged
5410,ZR,yearly imputed index: Total ~ Year + Month,7b3ce147d13ebcb65c147fa6b281b26f5ac6cf00,f0bad2a3db2276bf1039199cb2c187b7cf423688,converged
1210,SEST,smoothed imputed index: Total ~ Year + Month,7b45d83db9eb072183b986dcf5cb11d08058c134,0324019314f01175bd1bf14b0b1f33cb0119ba90,converged
2030,WALN2K,aggregate not imputed: sum ~ year + month,7b47ddda7e2dab14444f937b6d95574ce493e01f,4da091ffbd12378b7378565ac00ab0611ac1204b,converged
4290,WETL,aggregate imputed: max ~ year,7b4b0a2e6642aa87539c2291e33dc02f50da0960,c1e2a81c8b5905208d67d7cc1f515b535cb3cf28,converged
5926,BELN2K,yearly imputed index: Total ~ Year,7b52ebf56054a6ecca9bf82402aae03244f0148f,453d2afb10fc485d867af8c11b3f84b6e90cfd66,converged
2230,WAL,aggregate imputed: sum ~ year + month,7b54dd650f7b6e6db098c6d82ff4797ce87728a0,f9db92e3c61f5d20a6ab44203dd9ed606515d03e,converged
1610,RO,aggregate not imputed: sum ~ year + month,7b57fae66c170e8a481194b00c156aea7075eacf,7d74461110a4ae3ac73a141d00e8d072c641afff,converged
70,WETL,smoothed imputed index: Total ~ Year,7b5a8a2fe14d0b5455386e12326e3dd7f6c26d94,80c8c1eb62dfb90d0a3a25f7348460b3ff45f306,converged
950,ZS,aggregate imputed: max ~ year,7b63850daf0f29ee0c33fe925da0d93b1caec89b,e607bcedb4a0fb21e7148be80bae5f0671659ab0,converged
1840,WAL,aggregate imputed: sum ~ year + month,7b73e2e2f0f39f3d6ddc2b613bf51622effffcbd,b37e14ae38e91d0f4c7b8c70faddff3f7c7cb62c,converged
5190,VLN2K,smoothed imputed index: Total ~ Year + Month,7b7a83b4590b0925f8ebc8a5096880c972aaf7e2,2f55b2756605d67f3f26205592ea76662f786088,converged
1770,WALN2K,aggregate not imputed: sum ~ year + month,7b7e7b89f8d6536d03f9c3e694e983bd3d918263,159155245d23d875baea4ad0d2db1db0ef0e655b,converged
2230,SEST,aggregate imputed: sum ~ year + month,7b8c4af74fc2af8ed21212c62b5f6f6ee7363843,d5761f99083798c00165305f0c72e9e5928f5ff3,converged
1620,WALN2K,smoothed imputed index: Total ~ Year + Month,7b915817d3216307732b71f9938d1efa0e838c54,bb5036fa347b30aa6c31a77f0d94541b601b17c2,converged
1574,WAL,smoothed imputed index: Total ~ Year,7b958acc20c1dacd4189e61f52ea6ba35b23be12,e99d91572c90f646178cd14cb5cb31a05354e067,converged
WI-steltloper,BELN2K,composite index: ~year,7b9a881caab037641e5bf06e1ef21bd252e4de20,e87667326a97c701f867a0b4437401fd042c469c,converged
5460,ZS,aggregate imputed: sum ~ year + month,7ba072a5535aafea90ba24361f514297e3302ff9,e3679d407c030bbd0970185f49888f1aa96b99c9,converged
70,WALN2K,smoothed imputed index: Total ~ Year + Month,7ba3cb3f94a4d17396f395c4a25b1aae455d5697,6bcd8dece3a0376b8824df2e166056b3b669b248,converged
2030,ZS,smoothed imputed index: Total ~ Year,7bb816ee360a0d1ac82e7a7e6c62b2c3676942e4,2eb031bb179ba978651daf251af5114bd1ab7386,converged
1590,LO,smoothed imputed index: Total ~ Year,7bb9cbb05b3ef7c52d47c1f1464334a4a277ea83,cc28ca922b52bf2358b63ee036652056b1c66b88,converged
1680,BELN2K,yearly imputed index: Total ~ Year + Month,7bbae68f561ff9706a6cbf874fcbd3a3c53df533,b49c9d24ae84829998d9932fc9f10fff7e81b70e,converged
2200,VLAA,inla binomial + zeroinflatednbinomial0: year * (location + month),7bc2d541ea4f1f779959a823fcc0f3f3f7b2cfee,89aa7cc6b8aacf1f31ae43181595eb500044cba3,converged
4290,WAL,smoothed imputed index: Total ~ Year,7bd61909509497ba968258c26352c920afdae363,428c9a7e456de42b08a4cbc68cd63ca0798c49ec,converged
4290,RO,yearly imputed index: Total ~ Year,7becad1ea389b46f0c4a4fda82c68c71417b539e,d5d07aca85beba6438e5a9a6574240f181a529e8,converged
1890,SEST,aggregate not imputed: sum ~ year + month,7bef842f42e3e1afddf637530e3b9ae42c1ca2f1,6def835b4943a67e4ca9c9e5a3ddd788d3627396,converged
1660,VLAA,aggregate not imputed: sum ~ year + month,7bf2a5106f2f978537557329bb097dda294a6eb3,607dcf5332977ff82e20e4d6c6155fa36d03e1bc,converged
1820,VLAA,smoothed imputed index: Total ~ Year,7bf8268c3fbeddc81311bb5919ddd0699b345d2b,09ecd1bfa7fde5048ed7ec0d315a6d6bdf2c4b90,converged
1700,WETL,smoothed imputed index: Total ~ Year,7c103faf886d9435bd38d20557e2bea9fafff053,5e398c58862954c35f768c7a103aa9fa005f5849,converged
100,RO,smoothed imputed index: Total ~ Year + Month,7c1b841f35ed4fdc30d4761e8ca3c196aa3a461a,2388f0af8eb9f1238ee023a8252a0b4e0bc67e9b,converged
1890,VLN2K,aggregate not imputed: sum ~ year + month,7c2aaefe7977f3dac220fe27f4a0042d2cba172a,59a395e6187157ce103524c8c4567ae86caa9cdd,converged
1520,VLAA,smoothed imputed index: Total ~ Year,7c32a29ee034e3d484596c0d776a6b54e823fb37,c77dd2d3bf2a2a4d7b3773f5a5423a68e6d8a1a9,converged
1700,BEL,aggregate imputed: max ~ year,7c343a5b58849c19a41af21bc72bf34bf274db20,0cdb1b031445948a006e91ae031bf73b2cd5b063,converged
1940,VLN2K,smoothed imputed index: Total ~ Year,7c38f5262e2332a4a08b7547b1b636d737e350d1,8d8c8ff1131bef782c22c73b9fd7fb5f6ae6db6f,converged
4860,WETL,aggregate imputed: max ~ year,7c4b4f74ba0838f3acf9f58bf91e272b56b971ec,6b10c50ea0a8fc4b8d25e79c63d4ce065bf68ebb,converged
1574,WAL,aggregate not imputed: sum ~ year + month,7c51759221a3f55aad4c64bd45d2936a717cd211,52ef52858d87f47797e152370974159ba8c3fe54,converged
2250,VLAA,yearly imputed index: Total ~ Year,7c6d6bcb4152842404ae873b27f571a1562007a1,5838ab337f744abe8faa8db6e44ab738f16b7cef,converged
1820,ZS,yearly imputed index: Total ~ Year,7c71ffa3456ee6fe354cb9902cdba9ced9d73432,90792ead0158d00bc5f497ceedda459665b2f8d9,converged
2180,NOH,aggregate imputed: sum ~ year + month,7c7608cc6d8f991dcc4e98bc874cbb79245b846f,944133e64abf74dbfee1f6d7698f38bbdeb42168,converged
5910,WETL,aggregate not imputed: sum ~ year + month,7c7bbb452a710aa7e148ef8547816c50ed2c317d,36bd9a9d36d625ea351cefe8b60bf0e7bdfdddf1,converged
2040,WETL,aggregate imputed: sum ~ year + month,7c867176e88b09dc7717e93cad9347f4749eb8a6,1dd925aeaa4867c60437b8d877cb83d55521bc92,converged
1210,BELN2K,smoothed imputed index: Total ~ Year,7c87839f08548b05d215161f53dbfce9154b4821,a73391638504762da00b904344f282a5a37336e8,converged
1620,LO,aggregate imputed: max ~ year,7c8b0e6f9b5059c28b8713ced8362d4b93841065,25afc28183f4bec293c35a939b68356936094649,converged
1940,WETL,aggregate imputed: sum ~ year + month,7c8b16bab8711e5d0fc390ef950f33bc60cb84f2,02938526a01efc4529c104822fb5826f605c993e,converged
5460,WETL,yearly imputed index: Total ~ Year + Month,7c9c75f66e008f421832c0e87f789c1effb20771,0a80413686209c30dd7b49bf02aeaab4d1b2c382,converged
